Source #,Date,Time,"Time
Source","Obs
Window
(min)",Latitude,Longitude,"Location
Source",Info Source,Fire Behavior Observations,"Type
of
Fire","Residual
Fire?",SSI
TD-101,11/8/2025,12:22:00 PM,Photo,0,39.770146,-121.600553,Photo,Photo,structure fully involved,R,,
TD-101,11/8/2025,12:22:00 PM,Photo,0,39.769552,-121.601258,Photo,Photo,fire,O,,
TD-101,11/8/2025,12:23:00 PM,video,0,39.770397,-121.599512,TD,video,multiple structures fully involved near Clark Rd,R,,
PPD-08,11/8/2025,12:26:00 PM,PPD-08,0,39.76976,-121.59911,video,video,vegetation on fire,V,,
TD-011,11/8/2025,1:15:00 PM,TD,0,39.770381,-121.609678,TD,TD,structures fully involved (Bille Rd at Berkshire Ave),R,,
TD-011,11/8/2025,1:15:00 PM,TD,0,39.772207,-121.607835,TD,TD,downed tree/utility pole on fire blocking roadway,O,,
TD-030,11/8/2025,1:21:00 PM,AVL,147,39.771439,-121.611925,AVL,TD,fire threatening structures,O,,
TD-030,11/8/2025,1:21:00 PM,Inferred,147,39.769908,-121.611789,TD,TD,fire threatening structures,O,,
VTD-18,11/8/2025,1:23:00 PM,TD,0,39.77445,-121.591091,video,video,multiple structures burned to foundation,R,x,
VTD-18,11/8/2025,1:23:00 PM,TD,0,39.774694,-121.591381,video,video,structure fire; north half house fully involved,R,,
VTD-18,11/8/2025,1:23:00 PM,TD,0,39.774275,-121.590787,video,video,structure past peak fully involved,R,,
VTD-18,11/8/2025,1:24:00 PM,TD,0,39.774497,-121.589959,video,video,structures burned to foundations,R,x,
VTD-18,11/8/2025,1:40:00 PM,TD,0,39.774694,-121.591381,video,video,house fully involved,R,,
VTD-18,11/8/2025,1:40:00 PM,TD,0,39.773954,-121.590229,video,video,structure burning,R,,
VTD-18,11/8/2025,1:41:00 PM,TD,0,39.774138,-121.59119,video,video,small spot fires in garden vegetation,S,,
TD-055,11/8/2025,1:41:00 PM,Photo,0,39.771784,-121.612587,Photo,Photo,multiple structures fully involved,R,,
TD-055,11/8/2025,1:43:00 PM,Photo,0,39.770175,-121.611861,Photo,Photo,structures burning,R,,
TD-069,11/8/2025,1:47:00 PM,Inferred,53,39.769375,-121.582833,TD,TD,cars actively burning blocking Bille Rd,O,,
TD-116,11/8/2025,1:51:00 PM,Photo,0,39.7725,-121.606995,TD,TD,north side of Hillside Dr is all involved in fire,O,,
VTD-18,11/8/2025,1:52:00 PM,TD,0,39.773965,-121.591377,video,video,structure fire; 3 m (10 ft) flames coming from the roof,R,,
VTD-18,11/8/2025,1:52:00 PM,TD,0,39.77433,-121.591394,video,video,"structure recently ignited; heavy smoke coming from
rear of house",R,,
TD-022,11/8/2025,2:00:00 PM,Inferred,30,39.770427,-121.603032,TD,TD,vegetation spot fire,S,,
TD-065,11/8/2025,2:25:00 PM,Inferred,31,39.771218,-121.611917,TD,TD,Skyway north of Bille Rd is on fire and impassable,R,,
VTD-18,11/8/2025,2:31:00 PM,TD,0,39.774522,-121.592507,video,video,"structure fire; heavy smoke coming from second story;
heavy fire in less than 8 min",R,,
TD-069,11/8/2025,2:44:00 PM,Inferred,0,39.770044,-121.584035,TD,TD,"cars burning on Bille Rd, but passable",O,,
VTD-18,11/8/2025,2:45:00 PM,TD,0,39.773468,-121.591889,video,video,structure fully involved,R,,
PPD-15,11/8/2025,2:51:00 PM,PPD-15,0,39.771457,-121.611786,video,video,fire both sides of Skyway; structures have burned down,C,x,
PPD-15,11/8/2025,2:52:00 PM,PPD-15,0,39.770872,-121.61358,video,video,structure fully involved,R,,
PPD-15,11/8/2025,2:52:00 PM,PPD-15,0,39.770555,-121.613774,video,video,structure and parcel fully involved,R,,
PPD-15,11/8/2025,2:52:00 PM,PPD-15,0,39.770361,-121.616718,video,video,Bille Rd is blocked by burning vehicle,O,,
TD-066,11/8/2025,2:53:00 PM,PPD video,0,39.770343,-121.617319,PPD video,TD,burning vehicle blocking Bille Rd at Lucky John Rd,O,,
PPD-15,11/8/2025,2:53:00 PM,PPD-15,0,39.770597,-121.615228,video,video,structure fully involved,R,,
PPD-15,11/8/2025,2:53:00 PM,PPD-15,0,39.770873,-121.615253,video,video,structure fully involved,R,,
PPD-15,11/8/2025,2:53:00 PM,PPD-15,0,39.770129,-121.615897,video,video,structure fully involved,R,,
TD-059,11/8/2025,4:30:00 PM,video,6,39.770271,-121.612336,TD,TD,huge fire to east of Walgreens,O,,
VTD-18,11/8/2025,4:35:00 PM,TD,0,39.771103,-121.596582,video,video,structure burned to foundation,C,x,
VTD-18,11/8/2025,4:36:00 PM,TD,0,39.770643,-121.597097,video,video,structure past-peak fully involved,C,,
VTD-18,11/8/2025,4:36:00 PM,TD,0,39.770225,-121.597559,video,video,structure burned to foundation,C,x,
VTD-18,11/8/2025,4:36:00 PM,TD,0,39.769903,-121.597894,video,video,"structure unburned, small vegetation spot fires against
building",S,,
TD-014,11/8/2025,4:47:00 PM,AVL,6,39.769445,-121.635538,AVL,TD,"Fire well established in canyon, 90 m (300 ft) flame
lengths",V,,
TD-014,11/8/2025,4:47:00 PM,AVL,6,39.767688,-121.630753,TD,TD,structures burning,R,,
TD-127,11/8/2025,5:14:00 PM,Photo,0,39.77037,-121.616153,Photo,Photo,"most structures around are fully involved, some burned
down, two standing; light breeze blowing embers",R,,
TD-127,11/8/2025,5:26:00 PM,Radio Log,0,39.770442,-121.612302,Radio Log,Radio Log,commercial structures all along Skyway are threatened,O,,
TD-044,11/8/2025,5:30:00 PM,TD,30,39.768639,-121.63494,TD,TD,"everything on fire, trees crowning",R,,
TD-111,11/8/2025,6:00:00 PM,TD,60,39.768675,-121.631355,TD,TD,"ember blizzard, wind blow torching flames",O,,
TD-111,11/8/2025,6:00:00 PM,TD,60,39.768736,-121.636156,TD,TD,Cliff Dr homes are all burned down,R,x,
TD-109,11/8/2025,6:26:00 PM,AVL,1,39.769673,-121.583495,AVL,TD,cars still burning on Bille Rd,O,,
TD-205,11/8/2025,6:58:00 PM,AVL,17,39.770053,-121.6146,AVL,TD,Fire in eaves of structure,R,,
TD-015,11/8/2025,10:40:00 PM,AVL,24,39.769117,-121.627217,AVL,TD,area already burned,O,x,
TD-008,11/8/2025,11:27:00 PM,AVL,0,39.770467,-121.590317,AVL,Radio Log,fire threatening structures,O,,
911-1030-10,11/8/2025,7:57:00 AM,911-1030-10,0,39.756975,-121.60122,911-1030-10,911-1030-10,spot fire,S,,
TD-074,11/8/2025,8:00:00 AM,TD,0,39.759491,-121.606635,TD,TD,embers as large as a matchbox landing,O,,
TD-069,11/8/2025,8:00:00 AM,TD,15,39.762326,-121.588917,TD,TD,structure burning on east side Sawmill Rd,R,,
TD-035,11/8/2025,8:02:00 AM,PPD video,0,39.755929,-121.604485,TD,TD,spot fire 1100 block Nunneley Rd,S,,
TD-067,11/8/2025,8:02:00 AM,PPD video,0,39.75671,-121.600997,TD,"TD, PPD
video",spot fire,S,,
PPD-01,11/8/2025,8:02:00 AM,PPD-01,1,39.756866,-121.601153,Radio,Radio,spot fire on Nunneley Rd near Jubilee Ln,S,,
911-1041-1,11/8/2025,8:03:00 AM,911-1041-1,0,39.757744,-121.59839,Inferred,911-1041-1,spot fire,S,,
TD-067,11/8/2025,8:10:00 AM,TD,0,39.75671,-121.600997,TD,TD,"spot fire, large tree burning, flames >1.8 m (6 ft); pine
needles built up around vacant house",S,,
911-1051-1,11/8/2025,8:14:00 AM,911-1051-1,0,39.757744,-121.59839,Inferred,911-1051-1,spot fire off Ingalls between Elliott Rd and Nunneley Rd,S,,
TD-065,11/8/2025,8:15:00 AM,Inferred,0,39.759502,-121.606653,TD,TD,ember showers,O,,
911-127-1,11/8/2025,8:23:00 AM,911-127-1,0,39.756904,-121.579291,911-127-1,911-127-1,flames at the end of the road,S,,
911-148-1,11/8/2025,8:33:00 AM,911-148-1,0,39.756937,-121.585673,911-148-1,911-148-1,fire,S,,
911-156-1,11/8/2025,8:37:00 AM,911-156-1,0,39.761662,-121.585077,911-156-1,911-156-1,spot fire,S,,
TD-013,11/8/2025,8:40:00 AM,TD,0,39.762184,-121.588998,TD,TD,"fire burning on Sawmill Rd; civilian report of ""trees on
fire""",V,,
TD-015,11/8/2025,8:44:00 AM,AVL,0,39.760739,-121.586951,AVL,TD,"0.2 ha to 0.4 ha (0.5 ac to 1.0 ac) spot fire in grass field
behind houses",S,,
911-186-1,11/8/2025,8:49:00 AM,911-186-1,0,39.759977,-121.581872,911-186-1,911-186-1,fire,S,,
PPD-04,11/8/2025,8:55:00 AM,PPD-04,0,39.755913,-121.589026,Radio,Radio,spot fire,S,,
911-195-1,11/8/2025,8:56:00 AM,911-195-1,0,39.755966,-121.588986,911-195-1,911-195-1,spot fire,S,,
911-230-2,11/8/2025,9:16:00 AM,911-230-2,0,39.755942,-121.599648,911-230-2,911-230-2,fire in the yard,S,,
911-230-4,11/8/2025,9:16:00 AM,911-230-4,0,39.761,-121.588637,911-230-4,911-230-4,residential fire alarm,R,,
TD-070,11/8/2025,10:08:00 AM,PPD video,0,39.756933,-121.589059,TD,TD,"Sawmill Rd impassable north of Nunneley Rd; fire
crossing roadway",O,,
TD-070,11/8/2025,10:08:00 AM,PPD video,0,39.757517,-121.58876,TD,TD,structures on east side Sawmill Rd burning,R,,
PPD-05,11/8/2025,10:08:00 AM,PPD-05,0,39.755929,-121.589011,Radio,Radio,"active fire Sawmill Rd and Nunneley Rd on the NE
corner",O,,
PPD-02,11/8/2025,10:22:00 AM,PPD-02,0,39.757446,-121.606495,Radio,Radio,north of Nunneley Rd east of Clark Rd is catching on fire,O,,
TD-112,11/8/2025,10:25:00 AM,Inferred,54,39.757,-121.594773,TD,TD,spot fire,S,,
TD-112,11/8/2025,10:25:00 AM,Inferred,54,39.755915,-121.593703,TD,TD,encounter spot fire at Middle Libby Rd and Nunneley Rd,S,,
TD-123,11/8/2025,10:44:00 AM,AVL,0,39.757417,-121.589,AVL,TD,fire on Sawmill Rd at Sir Ct,O,,
TD-068,11/8/2025,10:50:00 AM,PPD video,0,39.761569,-121.603057,TD,TD,fire behind (east) of Safeway,O,,
PPD-02,11/8/2025,10:50:00 AM,PPD-02,0,39.760515,-121.603216,Radio,Radio,fire is right behind Safeway,O,,
VTD-26,11/8/2025,10:55:00 AM,Inferred,0,39.762665,-121.605019,video,video,spot fire,S,,
TD-035,11/8/2025,11:00:00 AM,Inferred,30,39.759231,-121.606861,TD,TD,"blanket caught in powerlines; burning; blanket fell and
ignited bushes at Arco gas station",O,,
TD-035,11/8/2025,11:00:00 AM,Inferred,30,39.759231,-121.606861,TD,TD,"bushes burning, fire approaches from west behind Arco
gas station",S,,
TD-037,11/8/2025,11:09:00 AM,Inferred,21,39.761416,-121.603138,TD,TD,fire is right behind Safeway,O,,
TD-070,11/8/2025,11:16:00 AM,Inferred,24,39.75933,-121.606715,TD,TD,"fire is on both sides of Clark Rd; ampm gas station on
fire",C,,
TD-112,11/8/2025,11:19:00 AM,Inferred,8,39.754256,-121.595247,TD,TD,house caught fire; back deck and wall involved,R,,
TD-112,11/8/2025,11:19:00 AM,Photo,0,39.754511,-121.595106,Photo,Photo,structure fully involved,R,,
PPD-08,11/8/2025,11:21:00 AM,PPD-08,0,39.761717,-121.604836,video,video,spot fire on east side of Clark Rd,S,,
TD-112,11/8/2025,11:27:00 AM,Inferred,26,39.754423,-121.595763,TD,TD,fire is blowing out eaves of structure,R,,
TD-112,11/8/2025,11:27:00 AM,Photo,0,39.756039,-121.592573,Photo,Photo,"significant vegetation fire, possible structure burning",O,,
TD-037,11/8/2025,11:30:00 AM,TD,40,39.755005,-121.605692,TD,TD,glow of fire east of Clark Rd near Nunneley Rd,O,,
TD-034,11/8/2025,11:36:00 AM,Photo,0,39.759236,-121.606715,Photo,TD,vegetation on fire at Arco gas station,S,,
TD-034,11/8/2025,11:36:00 AM,Photo,0,39.759105,-121.606886,Photo,Photo,shrubs on fire at Arco gas station,V,,
TD-034,11/8/2025,11:36:00 AM,Photo,0,39.759105,-121.606886,Photo,Photo,shrubs on fire at Arco gas station,V,,
TD-034,11/8/2025,11:36:00 AM,Photo,0,39.758695,-121.607074,Photo,Photo,"surface vegetation (grass), ladder fuels have burned,
light flaming",V,x,
TD-034,11/8/2025,11:36:00 AM,Photo,0,39.75654,-121.607102,Photo,Photo,"spot fire, vegetation",S,,
TD-034,11/8/2025,11:37:00 AM,Photo,0,39.75654,-121.607102,Photo,Photo,"spot fire, vegetation",S,,
PPD-08,11/8/2025,11:42:00 AM,PPD-08,0,39.759119,-121.606887,video,video,bushes on fire at am/pm gas station,S,,
PPD-08,11/8/2025,11:42:00 AM,PPD-08,0,39.761647,-121.605168,video,video,"light surface fire activity between here and 6166 Clark
Rd",V,,
TD-112,11/8/2025,11:53:00 AM,Photo,0,39.754503,-121.595463,Photo,Photo,"surface vegetation, pine trees, intense fire",V,,
TD-112,11/8/2025,11:53:00 AM,Photo,0,39.75435,-121.595508,Photo,Photo,"surface vegetation, pine trees, intense fire",V,,
PPD-08,11/8/2025,11:54:00 AM,PPD-08,0,39.755908,-121.60738,Radio,Radio,"multiple structures on fire, on Clark Rd and Nunneley
Rd and east of there",R,,
TD-076,11/8/2025,12:15:00 PM,Inferred,55,39.759509,-121.623908,TD,TD,see flames coming,O,,
PPD-08,11/8/2025,12:27:00 PM,PPD-08,0,39.762878,-121.604324,video,video,"majority of structures fully involved, past peak surface
fire still burning between Central Park and Elliott Rd",C,,
PPD-08,11/8/2025,12:28:00 PM,PPD-08,0,39.757804,-121.60698,video,video,"limited structures burning close to roadway (fewer
structures here, mostly parking lots along road),
moderate surface fires between Elliott Rd and Nunneley
Rd on Clark Rd",C,,
PPD-08,11/8/2025,12:28:00 PM,PPD-08,0,39.754219,-121.607751,video,video,"minimal fire visible between Nunneley Rd and Pearson
Rd",O,x,
TD-026,11/8/2025,12:45:00 PM,Inferred,61,39.75565,-121.624132,TD,TD,"structures burning south and east of Skyway in area of
Almond St and Fir St",R,,
TD-112,11/8/2025,12:53:00 PM,Photo,0,39.754517,-121.595978,Photo,Photo,structure well involved,R,,
TD-021,11/8/2025,1:10:00 PM,Inferred,0,39.75369,-121.607734,TD,TD,heavy fire,O,,
TD-210,11/8/2025,1:12:00 PM,AVL,0,39.759517,-121.60415,AVL,TD,structures in area had burned,R,x,
TD-021,11/8/2025,1:15:00 PM,TD,0,39.755817,-121.617097,TD,TD,active structure fires,R,,
TD-130,11/8/2025,1:17:00 PM,AVL,2,39.755365,-121.607103,AVL,TD,commercial building on fire,C,,
TD-125,11/8/2025,2:03:00 PM,Inferred,0,39.760532,-121.604579,TD,TD,Safeway burning,C,,
TD-108,11/8/2025,2:21:00 PM,Inferred,69,39.759481,-121.615921,TD,TD,everything is on fire,R,,
TD-141,11/8/2025,2:21:00 PM,Photo,0,39.753623,-121.608063,Photo,Photo,structure fully involved,C,,
TD-141,11/8/2025,2:30:00 PM,Photo,0,39.756988,-121.606624,TD,Photo,structure fully involved,C,,
TD-141,11/8/2025,2:30:00 PM,Photo,0,39.756993,-121.606623,Photo,Photo,"structure past peak, partially collapsed",C,,
TD-141,11/8/2025,2:33:00 PM,Photo,0,39.760511,-121.604494,TD,Photo,Safeway is burned down,C,,
TD-141,11/8/2025,2:33:00 PM,Photo,0,39.760606,-121.604488,Photo,Photo,"structure past peak, partially collapsed, burning rubble;
spot fires in parking lot vegetation",C,x,
TD-141,11/8/2025,2:33:00 PM,Photo,0,39.760953,-121.604166,Photo,Photo,"structure past peak, partially collapsed, burning rubble",C,x,
TD-141,11/8/2025,2:34:00 PM,Photo,0,39.762417,-121.60415,Photo,Photo,"apartment building structures, fully involved, partially
collapsed",R,,
TD-133,11/8/2025,2:41:00 PM,Photo,0,39.757584,-121.611538,Photo,Photo,"structures burning, past peak",R,x,
TD-141,11/8/2025,2:43:00 PM,Photo,0,39.753631,-121.608082,TD,Photo,black bear diner is fully involved,C,,
TD-141,11/8/2025,2:43:00 PM,Photo,0,39.753624,-121.608081,Photo,Photo,"Black Bear Diner fully involved, past peak",C,,
TD-066,11/8/2025,2:45:00 PM,PPD video,3,39.761934,-121.617456,TD,TD,fire approaching Holiday Market from the bike path,V,,
TD-069,11/8/2025,2:49:00 PM,Inferred,10,39.760491,-121.604624,TD,TD,Safeway is burned down,C,x,
TD-069,11/8/2025,2:49:00 PM,Inferred,10,39.762499,-121.60405,TD,TD,apartments north of Safeway are fully involved,R,,
TD-055,11/8/2025,2:52:00 PM,Photo,0,39.753628,-121.608071,Photo,Photo,"Black Bear Diner burning, fully involved",C,,
TD-133,11/8/2025,2:52:00 PM,Photo,0,39.756522,-121.612151,Photo,Photo,gazebo structure igniting,O,,
TD-133,11/8/2025,2:53:00 PM,Photo,0,39.756563,-121.612187,Photo,Photo,gazebo structure fully involved,O,,
TD-133,11/8/2025,2:54:00 PM,Photo,0,39.755684,-121.614857,Photo,Photo,"heavy fire activity on parcel; structure fully involved,
past peak; multiple vehicles other materials in yard,",R,,
,,,,,,,,,pine trees burning,,,
PPD-15,11/8/2025,2:57:00 PM,PPD-15,0,39.759468,-121.617745,video,video,"vegetation and structure fires east of James Dr on Elliott
Rd",R,,
PPD-15,11/8/2025,2:57:00 PM,PPD-15,0,39.759522,-121.600884,Radio,Radio,apartment buildings are a complete loss,R,,
PPD-15,11/8/2025,2:58:00 PM,PPD-15,0,39.759507,-121.612456,video,video,Elliott Rd at cemetery; vegetation has burned through,V,x,
PPD-15,11/8/2025,2:58:00 PM,PPD-15,1,39.759752,-121.612093,video,video,structures completely burned down,R,,
TD-074,11/8/2025,2:59:00 PM,PPD video,0,39.759854,-121.61241,PPD video,TD,"fire, trees, powerlines on Elliott Rd blocking access to
Maxwell",O,,
TD-069,11/8/2025,2:59:00 PM,Inferred,9,39.756274,-121.60833,TD,TD,commercial structure burning,C,,
TD-069,11/8/2025,2:59:00 PM,Inferred,9,39.756825,-121.608287,TD,TD,mulch fire up against structure,S,,
TD-066,11/8/2025,3:01:00 PM,PPD video,1,39.759464,-121.617161,PPD video,TD,intense fire on Elliott Rd at James Dr and Camino Ln,R,,
PPD-15,11/8/2025,3:02:00 PM,PPD-15,0,39.755688,-121.624108,video,video,"most structures fully involved on Almond St and Fir St
east of Almond St (5800 Almond St to Cedar St and
Fir St east toward Black Olive Dr)",R,,
TD-074,11/8/2025,3:03:00 PM,PPD video,0,39.759934,-121.611901,PPD video,TD,all structures on east side of Maxwell Dr on fire,R,,
TD-132,11/8/2025,3:04:00 PM,Photo,0,39.75574,-121.62342,Photo,Photo,"significant widespread flames and glow; numerous
structures burning",R,,
TD-015,11/8/2025,3:14:00 PM,AVL,0,39.7616,-121.612471,AVL,TD,Paradise HS; fire threatening school,V,,
TD-132,11/8/2025,3:27:00 PM,Inferred,333,39.762794,-121.613079,TD,TD,Paradise HS: mobile classrooms are burning,C,,
TD-132,11/8/2025,3:27:00 PM,Inferred,333,39.762356,-121.613341,TD,TD,fire spreading crown to crown and along surface fuels,V,,
TD-132,11/8/2025,3:27:00 PM,Inferred,333,39.762288,-121.612969,TD,TD,Paradise HS: roof fire on auto shop,C,,
TD-132,11/8/2025,3:27:00 PM,Inferred,333,39.761014,-121.613212,TD,TD,Paradise HS: put out fire on roof of main building,C,,
TD-141,11/8/2025,3:27:00 PM,Inferred,303,39.762787,-121.613067,TD,TD,Paradise HS: all but one portable classroom is burning,C,,
TD-141,11/8/2025,3:27:00 PM,Inferred,303,39.762342,-121.612973,TD,TD,Paradise HS: fire on the roof,C,,
TD-135,11/8/2025,3:30:00 PM,Inferred,930,39.757657,-121.624599,TD,TD,"Starbucks; fire 15 m to 18 m (50 ft to 60 ft) away from
structure, spotting into mulch",C,,
TD-135,11/8/2025,3:30:00 PM,Inferred,930,39.756602,-121.625067,TD,TD,"structures burning, flames coming from house vents;
exposure to other buildings",R,,
TD-135,11/8/2025,3:30:00 PM,Inferred,930,39.757657,-121.624599,TD,TD,shed and fence on fire near Starbucks,O,,
TD-209,11/8/2025,3:37:00 PM,Photo,0,39.75361,-121.60807,Photo,Photo,"Black Bear Diner collapsed, flaming rubble",C,x,
TD-124,11/8/2025,3:39:00 PM,AVL,67,39.759717,-121.60745,AVL,TD,roof of Rite Aid on fire,C,,
TD-132,11/8/2025,3:51:00 PM,Photo,0,39.762335,-121.612969,TD,TD,Paradise HS: air vent on roof is on fire,C,,
TD-133,11/8/2025,3:51:00 PM,Photo,0,39.762512,-121.611997,Photo,Photo,"structure burned to foundation, flaming rubble",R,x,
TD-133,11/8/2025,3:51:00 PM,Photo,0,39.762723,-121.612058,Photo,Photo,"multiple structures burned to foundation; east side
Maxwell Dr",R,x,
TD-014,11/8/2025,3:52:00 PM,AVL,0,39.758205,-121.624762,AVL,TD,"fire everywhere, downtown beginning to burn",C,,
TD-122,11/8/2025,3:53:00 PM,AVL,53,39.759783,-121.606883,AVL,TD,fire on roof of Rite Aid,C,,
TD-142,11/8/2025,4:00:00 PM,TD,0,39.7589,-121.624674,TD,TD,tree is burning,V,,
TD-141,11/8/2025,4:02:00 PM,Photo,0,39.762976,-121.613469,Photo,Photo,"wooded areas are burning around field; structures are
burned to ground",R,,
TD-141,11/8/2025,4:03:00 PM,Photo,0,39.762275,-121.613743,Photo,Photo,spot fires in pine litter,S,,
TD-141,11/8/2025,4:04:00 PM,Photo,0,39.762758,-121.613054,Photo,Photo,"Paradise High School portable classrooms (6) are fully
involved",C,,
TD-141,11/8/2025,4:05:00 PM,Photo,0,39.762758,-121.613054,Photo,Photo,"Paradise High School portable classrooms (6) are fully
involved",C,,
TD-141,11/8/2025,4:05:00 PM,Photo,0,39.762496,-121.611981,Photo,Photo,"collapsed structure, burning",R,,
TD-142,11/8/2025,4:22:00 PM,video,0,39.756073,-121.626177,TD,video,commercial structures burning downtown,C,,
TD-142,11/8/2025,4:30:00 PM,Inferred,1020,39.7589,-121.624674,TD,TD,fire moving toward building from west and north,O,,
TD-142,11/8/2025,4:30:00 PM,Inferred,1020,39.757057,-121.625073,TD,TD,fire threatening structures,O,,
TD-142,11/8/2025,4:30:00 PM,Inferred,1020,39.757666,-121.624595,TD,TD,fire threatening structures,O,,
TD-142,11/8/2025,4:30:00 PM,Inferred,1020,39.759241,-121.624497,TD,TD,pine needles burning in garden bed,V,,
TD-142,11/8/2025,4:30:00 PM,Inferred,1020,39.759449,-121.623921,TD,TD,fire threatening structures,O,,
TD-141,11/8/2025,4:33:00 PM,Photo,0,39.760608,-121.612078,Photo,Photo,"structures burned to foundation on Maxwell Dr,
minimal flames",R,x,
TD-141,11/8/2025,4:33:00 PM,Photo,0,39.760068,-121.612153,Photo,Photo,"structures burned to foundation on Maxwell Dr,
minimal flames",R,x,
TD-141,11/8/2025,4:33:00 PM,Photo,0,39.760382,-121.611976,Photo,Photo,"structures on east side Maxwell, Pleasant to Elliott Rd,
are burned to foundation, minimal active flames in
rubble",R,x,
VTD-18,11/8/2025,4:36:00 PM,TD,0,39.755914,-121.607415,video,video,"structures on east side Clark Rd (west side unknown
can’t see in video) south of Elk Ln through town
basically all burned to foundations; very little active
burning",C,x,
